filename,start_time,occurring_time,end_time,material,action_type,effect
2015-02-16-16-56-35_denoised_239.mp4,7.032874999000001,9.532875,12.032875001,cloth,hit,static
2015-02-16-16-56-35_denoised_264.mp4,8.047499999,10.5475,13.047500001,cloth,hit,static
2015-02-16-16-56-35_denoised_287.mp4,8.974488999,11.474489,13.974489001,cloth,hit,static
2015-02-16-16-56-35_denoised_311.mp4,9.905322999,12.405323,14.905323001,cloth,hit,static
2015-02-16-16-56-35_denoised_336.mp4,10.902947999,13.402948,15.902948001,cloth,hit,static
2015-02-16-16-56-35_denoised_379.mp4,12.649186999,15.149187,17.649187000999998,cloth,hit,static
2015-02-16-16-56-35_denoised_401.mp4,13.511790998999999,16.011791,18.511791001,cloth,hit,static
2015-02-16-16-56-35_denoised_423.mp4,14.396707999,16.896708,19.396708001,cloth,hit,static
2015-02-16-16-56-35_denoised_466.mp4,16.116425999,18.616426,21.116426001,cloth,hit,static
2015-02-16-16-56-35_denoised_490.mp4,17.084186999,19.584187,22.084187001,cloth,hit,static
2015-02-16-16-56-35_denoised_512.mp4,17.962947999,20.462948,22.962948001,cloth,hit,static
2015-02-16-16-56-35_denoised_555.mp4,19.697947999,22.197948,24.697948001,cloth,hit,static
2015-02-16-16-56-35_denoised_597.mp4,21.374061999,23.874062,26.374062001,cloth,hit,static
2015-02-16-16-56-35_denoised_618.mp4,22.199925999,24.699926,27.199926001,cloth,hit,deform
2015-02-16-16-56-35_denoised_638.mp4,22.982926999,25.482927,27.982927001,cloth,hit,deform
2015-02-16-16-56-35_denoised_659.mp4,23.832864999,26.332865,28.832865001000002,cloth,hit,static
2015-02-16-16-56-35_denoised_955.mp4,35.672404999,38.172405,40.672405000999994,cloth,hit,static
2015-02-16-16-56-35_denoised_1010.mp4,37.86165599900001,40.361656,42.861656001,cloth,hit,static
2015-02-16-16-58-57_denoised_59.mp4,0,2.333135,4.8331350010000005,cloth,hit,deform
2015-02-16-16-58-57_denoised_84.mp4,0.8347599990000002,3.33476,5.834760001,cloth,hit,deform
2015-02-16-16-58-57_denoised_111.mp4,1.9163019989999999,4.416302,6.916302001,cloth,hit,deform
2015-02-16-16-58-57_denoised_138.mp4,3.0182389990000003,5.518239,8.018239001000001,cloth,hit,deform
2015-02-16-16-58-57_denoised_163.mp4,4.009228999,6.509229,9.009229001000001,cloth,hit,deform
2015-02-16-16-58-57_denoised_188.mp4,5.003301999,7.503302,10.003302001,cloth,hit,deform
2015-02-16-16-58-57_denoised_212.mp4,5.959999999000001,8.46,10.960000001000001,cloth,hit,deform
2015-02-16-16-58-57_denoised_409.mp4,13.832957999000001,16.332958,18.832958001,cloth,scratch,deform
2015-02-16-16-58-57_denoised_428.mp4,14.581145999,17.081146,19.581146001,cloth,scratch,deform
2015-02-16-16-58-57_denoised_480.mp4,16.667050999,19.167051,21.667051001,cloth,hit,static
2015-02-16-16-58-57_denoised_602.mp4,21.560416999,24.060417,26.560417001,cloth,hit,static
2015-02-16-16-58-57_denoised_626.mp4,22.510634999,25.010635,27.510635001,cloth,hit,deform
2015-02-16-16-58-57_denoised_651.mp4,23.528823999,26.028824,28.528824001,cloth,hit,deform
2015-02-16-16-58-57_denoised_677.mp4,24.573977999,27.073978,29.573978001,cloth,hit,deform
2015-02-16-16-58-57_denoised_704.mp4,25.621135999,28.121136,30.621136001,cloth,hit,deform
2015-02-16-16-58-57_denoised_728.mp4,26.596873999,29.096874,31.596874001,cloth,hit,deform
2015-02-16-16-58-57_denoised_849.mp4,31.459197999,33.959198,36.459198001,cloth,hit,deform
2015-02-16-16-58-57_denoised_874.mp4,32.436019999,34.93602,37.436020000999996,cloth,hit,deform
2015-02-16-16-58-57_denoised_898.mp4,33.406230999,35.906231,38.406231000999995,cloth,hit,static
2015-02-16-16-58-57_denoised_924.mp4,34.448508999000005,36.948509,39.448509001,cloth,hit,deform
2015-02-16-16-58-57_denoised_952.mp4,35.579268999,38.079269,40.57926900099999,cloth,scratch,deform
2015-02-16-16-58-57_denoised_978.mp4,36.616530999000005,39.116531,41.616531001,cloth,scratch,deform
2015-02-16-17-02-05_denoised_78.mp4,0.592551999,3.092552,5.592552001,wood,hit,static
2015-02-16-17-02-05_denoised_108.mp4,1.8051149989999997,4.305115,6.805115001,wood,hit,static
2015-02-16-17-02-05_denoised_133.mp4,2.809864999,5.309865,7.809865001,wood,hit,static
2015-02-16-17-02-05_denoised_157.mp4,3.768572999,6.268573,8.768573001,wood,hit,static
2015-02-16-17-02-05_denoised_182.mp4,4.762509999,7.26251,9.762510000999999,wood,hit,static
2015-02-16-17-02-05_denoised_254.mp4,7.627811999,10.127812,12.627812001,wood,scratch,static
2015-02-16-17-02-05_denoised_276.mp4,8.508082998999999,11.008083,13.508083001,wood,scratch,static
2015-02-16-17-02-05_denoised_374.mp4,12.422822999,14.922823,17.422823001,wood,hit,static
2015-02-16-17-02-05_denoised_397.mp4,13.369739999,15.86974,18.369740001,wood,scratch,static
2015-02-16-17-02-05_denoised_464.mp4,16.054696999,18.554697,21.054697001,wood,hit,static
2015-02-16-17-02-05_denoised_511.mp4,17.912686998999998,20.412687,22.912687001,wood,hit,static
2015-02-16-17-02-05_denoised_533.mp4,18.811542999,21.311543,23.811543001,wood,hit,static
2015-02-16-17-02-05_denoised_556.mp4,19.738852999,22.238853,24.738853001,wood,hit,static
2015-02-16-17-02-05_denoised_603.mp4,21.586030999,24.086031,26.586031001,wood,hit,rigid-motion
2015-02-16-17-02-05_denoised_650.mp4,23.471936999,25.971937,28.471937001,wood,hit,static
2015-02-16-17-02-05_denoised_673.mp4,24.410478999,26.910479,29.410479001,wood,hit,static
2015-02-16-17-02-05_denoised_694.mp4,25.252603999,27.752604,30.252604001,wood,hit,static
2015-02-16-17-02-05_denoised_767.mp4,28.141635999,30.641636,33.141636000999995,wood,hit,static
2015-02-16-17-02-05_denoised_792.mp4,29.142634999,31.642635,34.142635000999995,wood,hit,static
2015-02-16-17-02-05_denoised_814.mp4,30.050853999,32.550854,35.050854001,wood,scratch,static
2015-02-16-17-02-05_denoised_894.mp4,33.257594999000005,35.757595,38.257595001,wood,hit,static
2015-02-16-17-02-05_denoised_971.mp4,36.312499999,38.8125,41.312500001,wood,scratch,static
2015-02-16-17-03-55_denoised_65.mp4,0.08905199900000013,2.589052,5.089052001000001,plastic,hit,static
2015-02-16-17-03-55_denoised_88.mp4,1.0190419989999997,3.519042,6.019042001,plastic,hit,static
2015-02-16-17-03-55_denoised_114.mp4,2.023301999,4.523302,7.023302001,plastic,hit,static
2015-02-16-17-03-55_denoised_138.mp4,3.0180829989999998,5.518083,8.018083001,plastic,hit,static
2015-02-16-17-03-55_denoised_196.mp4,5.325520999,7.825521,10.325521001,plastic,hit,static
2015-02-16-17-03-55_denoised_266.mp4,8.112624999,10.612625,13.112625001,plastic,hit,static
2015-02-16-17-03-55_denoised_289.mp4,9.030624999,11.530625,14.030625001,plastic,hit,static
2015-02-16-17-03-55_denoised_313.mp4,9.999989999,12.49999,14.999990001,plastic,hit,static
2015-02-16-17-03-55_denoised_335.mp4,10.885374999,13.385375,15.885375001,plastic,hit,static
2015-02-16-17-03-55_denoised_342.mp4,11.161874999,13.661875,16.161875001000002,plastic,scratch,static
2015-02-16-17-03-55_denoised_378.mp4,12.619364999,15.119365,17.619365001000002,plastic,scratch,static
2015-02-16-17-03-55_denoised_402.mp4,13.575103999,16.075104,18.575104001,plastic,scratch,static
2015-02-16-17-03-55_denoised_418.mp4,14.209613998999998,16.709614,19.209614001,plastic,scratch,static
2015-02-16-17-03-55_denoised_426.mp4,14.539395999,17.039396,19.539396001,plastic,hit,static
2015-02-16-17-03-55_denoised_444.mp4,15.222821999,17.722822,20.222822001,plastic,scratch,static
2015-02-16-17-03-55_denoised_484.mp4,16.822864999,19.322865,21.822865001,plastic,hit,static
2015-02-16-17-03-55_denoised_502.mp4,17.568717999,20.068718,22.568718001,plastic,scratch,static
2015-02-16-17-03-55_denoised_509.mp4,17.834125999,20.334126,22.834126001,plastic,scratch,static
2015-02-16-17-03-55_denoised_527.mp4,18.569915999,21.069916,23.569916001,plastic,scratch,rigid-motion
2015-02-16-17-03-55_denoised_536.mp4,18.914384999,21.414385,23.914385001,plastic,scratch,static
2015-02-16-17-03-55_denoised_692.mp4,25.155427999,27.655428,30.155428001,plastic,hit,static
2015-02-16-17-03-55_denoised_713.mp4,26.019259999,28.51926,31.019260001,plastic,hit,static
2015-02-16-17-03-55_denoised_736.mp4,26.915343999,29.415344,31.915344001,plastic,hit,static
2015-02-16-17-03-55_denoised_778.mp4,28.608958999,31.108959,33.608959000999995,plastic,hit,static
2015-02-16-17-03-55_denoised_801.mp4,29.515498999,32.015499,34.515499000999995,plastic,hit,static
2015-02-16-17-03-55_denoised_816.mp4,30.127875999,32.627876,35.127876001,plastic,hit,rigid-motion
2015-02-16-17-03-55_denoised_836.mp4,30.930594998999997,33.430595,35.93059500099999,plastic,hit,static
2015-02-16-17-03-55_denoised_855.mp4,31.691905999000003,34.191906,36.691906001,plastic,hit,static
2015-02-16-17-03-55_denoised_879.mp4,32.621074999,35.121075,37.621075000999994,plastic,scratch,static
2015-02-16-17-03-55_denoised_903.mp4,33.599299999,36.0993,38.599300000999996,plastic,scratch,static
2015-02-16-17-03-55_denoised_946.mp4,35.339229999000004,37.83923,40.339230001,plastic,hit,static
2015-02-16-17-03-55_denoised_967.mp4,36.167323999000004,38.667324,41.167324001,plastic,hit,static
2015-02-16-17-03-55_denoised_990.mp4,37.081977999,39.581978,42.081978000999996,plastic,scratch,static
2015-02-16-17-03-55_denoised_1040.mp4,39.063174999000005,41.563175,44.063175001,plastic,scratch,static
2015-02-16-17-03-55_denoised_1063.mp4,39.999801999000006,42.499802,44.999802001,plastic,scratch,static
2015-02-16-17-03-55_denoised_1085.mp4,40.898166999000004,43.398167,45.898167001,plastic,hit,static
2015-02-16-17-03-55_denoised_1106.mp4,41.737834999,44.237835,46.326,plastic,hit,static
2015-02-16-17-08-51_denoised_61.mp4,0,2.406333,4.906333001,None,hit,static
2015-02-16-17-08-51_denoised_109.mp4,1.8261039989999999,4.326104,6.826104001,plastic,hit,static
2015-02-16-17-08-51_denoised_134.mp4,2.851551999,5.351552,7.851552001,drywall,hit,static
2015-02-16-17-08-51_denoised_160.mp4,3.889145999,6.389146,8.889146001,drywall,hit,static
2015-02-16-17-08-51_denoised_207.mp4,5.742885999,8.242886,10.742886001,plastic,hit,static
2015-02-16-17-08-51_denoised_237.mp4,6.9644269990000005,9.464427,11.964427001,plastic,hit,static
2015-02-16-17-08-51_denoised_259.mp4,7.852863999,10.352864,12.852864001,plastic,hit,static
2015-02-16-17-08-51_denoised_326.mp4,10.522457999,13.022458,15.522458001,plastic,scratch,static
2015-02-16-17-08-51_denoised_351.mp4,11.514759999,14.01476,16.514760001000003,plastic,scratch,static
2015-02-16-17-08-51_denoised_403.mp4,13.586322999,16.086323,18.586323001,None,scratch,static
2015-02-16-17-08-51_denoised_541.mp4,19.118207999,21.618208,24.118208001,metal,hit,static
2015-02-16-17-08-51_denoised_558.mp4,19.803290999,22.303291,24.803291001,plastic,hit,static
2015-02-16-17-08-51_denoised_695.mp4,25.268384999,27.768385,30.268385001,drywall,scratch,rigid-motion
2015-02-16-17-08-51_denoised_719.mp4,26.240739999,28.74074,31.240740001,metal,hit,static
2015-02-16-17-08-51_denoised_810.mp4,29.887946998999997,32.387947,34.88794700099999,metal,scratch,static
2015-02-16-17-08-51_denoised_868.mp4,32.213687999,34.713688,37.213688000999994,metal,scratch,static
2015-02-16-17-08-51_denoised_918.mp4,34.207946999,36.707947,39.207947000999994,metal,hit,static
2015-02-16-17-08-51_denoised_987.mp4,36.944697999000006,39.444698,41.944698001,drywall,hit,static
2015-02-16-17-08-51_denoised_1013.mp4,37.982032999000005,40.482033,42.982033001,drywall,hit,static
2015-02-16-17-08-51_denoised_1119.mp4,42.243289999000005,44.74329,47.243290001,drywall,hit,static
2015-02-16-17-08-51_denoised_1144.mp4,43.242789999,45.74279,48.242790000999996,drywall,scratch,static
2015-02-16-17-08-51_denoised_1203.mp4,45.611197999000005,48.111198,50.611198001,drywall,scratch,static
2015-02-16-17-08-51_denoised_1230.mp4,46.699687999000005,49.199688,51.699688001,drywall,scratch,static
2015-02-16-17-08-51_denoised_1381.mp4,52.729480999,55.229481,57.729481000999996,drywall,scratch,static
2015-02-16-17-08-51_denoised_1413.mp4,53.989039999000006,56.48904,58.989040001,metal,scratch,static
2015-02-16-17-08-51_denoised_1460.mp4,55.885833999000006,58.385834,60.534,drywall,hit,static
2015-02-16-17-15-23_denoised_71.mp4,0.33323999899999995,2.83324,5.333240001,None,hit,deform
2015-02-16-17-15-23_denoised_92.mp4,1.149187999,3.649188,6.149188001000001,None,hit,static
2015-02-16-17-15-23_denoised_130.mp4,2.666936999,5.166937,7.666937001,None,hit,static
2015-02-16-17-15-23_denoised_169.mp4,4.229426999,6.729427,9.229427001000001,None,hit,static
2015-02-16-17-15-23_denoised_186.mp4,4.927999999,7.428,9.928000001000001,None,hit,static
2015-02-16-17-15-23_denoised_205.mp4,5.670020999,8.170021,10.670021001,None,hit,static
2015-02-16-17-15-23_denoised_226.mp4,6.529592999,9.029593,11.529593001,None,hit,static
2015-02-16-17-15-23_denoised_244.mp4,7.235239998999999,9.73524,12.235240001,None,hit,static
2015-02-16-17-15-23_denoised_262.mp4,7.970749999000001,10.47075,12.970750001,None,hit,static
2015-02-16-17-15-23_denoised_298.mp4,9.393093999,11.893094,14.393094001,None,hit,deform
2015-02-16-17-15-23_denoised_318.mp4,10.192874999,12.692875,15.192875001,None,hit,deform
2015-02-16-17-15-23_denoised_335.mp4,10.867218999,13.367219,15.867219001,None,hit,deform
2015-02-16-17-15-23_denoised_352.mp4,11.568113999,14.068114,16.568114001,None,hit,scatter
2015-02-16-17-15-23_denoised_392.mp4,13.152603999,15.652604,18.152604001,None,hit,static
2015-02-16-17-15-23_denoised_426.mp4,14.537187999,17.037188,19.537188001,water,scratch,static
2015-02-16-17-15-23_denoised_459.mp4,15.826707999,18.326708,20.826708001,None,scratch,static
2015-02-16-17-15-23_denoised_514.mp4,18.020665999,20.520666,23.020666001,water,hit,static
2015-02-16-17-15-23_denoised_532.mp4,18.757207999,21.257208,23.757208001,None,hit,static
2015-02-16-17-15-23_denoised_567.mp4,20.156415999,22.656416,25.156416001,None,hit,static
2015-02-16-17-15-23_denoised_587.mp4,20.941155999,23.441156,25.941156001,None,hit,static
2015-02-16-17-15-23_denoised_621.mp4,22.315021999,24.815022,27.315022001,None,hit,rigid-motion
2015-02-16-17-15-23_denoised_702.mp4,25.575812999,28.075813,30.575813001,water,scratch,static
2015-02-16-17-15-23_denoised_773.mp4,28.397708999,30.897709,33.397709000999996,None,scratch,static
2015-02-16-17-15-23_denoised_791.mp4,29.133853999,31.633854,34.133854000999996,water,scratch,static
2015-02-16-17-15-23_denoised_803.mp4,29.601386999000002,32.101387,34.601387001,None,hit,static
2015-02-16-17-15-23_denoised_871.mp4,32.318614999000005,34.818615,37.318615001,rock,scratch,static
2015-02-16-17-15-23_denoised_914.mp4,34.046302999000005,36.546303,39.046303001,None,scratch,static
2015-02-16-17-15-23_denoised_921.mp4,34.308761999000005,36.808762,39.308762001,None,hit,deform
2015-02-16-17-15-23_denoised_929.mp4,34.658717999000004,37.158718,39.658718001,rock,hit,static
2015-02-16-17-15-23_denoised_947.mp4,35.352561999,37.852562,40.352562000999995,rock,scratch,static
2015-02-16-17-15-23_denoised_954.mp4,35.645698999000004,38.145699,40.645699001,None,scratch,static
2015-02-16-17-15-23_denoised_969.mp4,36.221488999,38.721489,41.221489000999995,water,hit,static
2015-02-16-17-15-23_denoised_1024.mp4,38.454364999000006,40.954365,43.454365001,None,hit,static
2015-02-16-17-15-23_denoised_1081.mp4,40.721271999,43.221272,45.494,None,hit,static
2015-02-16-17-27-53_denoised_53.mp4,0,2.095562,4.595562001,wood,hit,static
2015-02-16-17-27-53_denoised_74.mp4,0.42825999899999984,2.92826,5.428260001,wood,hit,static
2015-02-16-17-27-53_denoised_94.mp4,1.234874999,3.734875,6.234875001000001,wood,hit,static
2015-02-16-17-27-53_denoised_114.mp4,2.0365099989999997,4.53651,7.036510001,wood,hit,static
2015-02-16-17-27-53_denoised_134.mp4,2.821166999,5.321167,7.821167001,wood,hit,static
2015-02-16-17-27-53_denoised_193.mp4,5.2099589989999995,7.709959,10.209959001,wood,hit,static
2015-02-16-17-27-53_denoised_231.mp4,6.715186999,9.215187,11.715187001,wood,scratch,static
2015-02-16-17-27-53_denoised_398.mp4,13.394666999,15.894667,18.394667001,wood,hit,static
2015-02-16-17-27-53_denoised_419.mp4,14.249801998999999,16.749802,19.249802001,wood,hit,static
2015-02-16-17-27-53_denoised_440.mp4,15.092593998999998,17.592594,20.092594001,wood,hit,static
2015-02-16-17-27-53_denoised_463.mp4,16.012353999,18.512354,21.012354001,wood,hit,static
2015-02-16-17-27-53_denoised_483.mp4,16.819062999,19.319063,21.819063001,wood,hit,static
2015-02-16-17-27-53_denoised_504.mp4,17.638144999,20.138145,22.638145001,wood,hit,static
2015-02-16-17-27-53_denoised_513.mp4,18.002864999,20.502865,23.002865001,wood,hit,static
2015-02-16-17-27-53_denoised_552.mp4,19.574958999,22.074959,24.574959001,wood,hit,static
2015-02-16-17-27-53_denoised_563.mp4,19.981009999,22.48101,24.981010001,wood,hit,static
2015-02-16-17-27-53_denoised_674.mp4,24.425248999,26.925249,29.425249001,wood,hit,static
2015-02-16-17-27-53_denoised_716.mp4,26.127395999,28.627396,31.127396001,wood,hit,static
2015-02-16-17-27-53_denoised_737.mp4,26.942738999,29.442739,31.942739001,wood,hit,static
2015-02-16-17-27-53_denoised_805.mp4,29.680602998999998,32.180603,34.680603000999994,wood,scratch,static
2015-02-16-17-27-53_denoised_821.mp4,30.332938999000003,32.832939,35.332939001,wood,hit,static
2015-02-16-17-27-53_denoised_861.mp4,31.921519999,34.42152,36.921520001,wood,scratch,static
2015-02-16-17-27-53_denoised_905.mp4,33.660800999,36.160801,38.660801000999996,wood,hit,static
2015-02-16-17-27-53_denoised_927.mp4,34.553863999,37.053864,39.179,wood,hit,static
2015-02-16-17-32-18_denoised_56.mp4,0,2.221552,4.721552001,carpet,hit,static
2015-02-16-17-32-18_denoised_169.mp4,4.241968999,6.741969,9.241969001000001,carpet,hit,static
2015-02-16-17-32-18_denoised_231.mp4,6.701374999,9.201375,11.701375001,carpet,hit,static
2015-02-16-17-32-18_denoised_244.mp4,7.250259999000001,9.75026,12.250260001000001,carpet,hit,static
2015-02-16-17-32-18_denoised_576.mp4,20.522750999,23.022751,25.522751001,carpet,hit,static
2015-02-16-17-32-18_denoised_629.mp4,22.640019999,25.14002,27.640020001,carpet,hit,static
2015-02-16-17-32-18_denoised_658.mp4,23.799603999,26.299604,28.799604001,carpet,hit,static
2015-02-16-17-32-18_denoised_747.mp4,27.351050998999998,29.851051,32.351051000999995,carpet,hit,static
2015-02-16-17-35-07_denoised_51.mp4,0,2.002365,4.502365001,wood,hit,static
2015-02-16-17-35-07_denoised_78.mp4,0.610978999,3.110979,5.6109790010000005,wood,hit,static
2015-02-16-17-35-07_denoised_106.mp4,1.7056879990000002,4.205688,6.705688001,wood,hit,static
2015-02-16-17-35-07_denoised_133.mp4,2.8100309990000003,5.310031,7.8100310010000005,wood,hit,static
2015-02-16-17-35-07_denoised_159.mp4,3.859426999,6.359427,8.859427001,wood,hit,static
2015-02-16-17-35-07_denoised_185.mp4,4.891738999,7.391739,9.891739001000001,wood,hit,static
2015-02-16-17-35-07_denoised_212.mp4,5.947082998999999,8.447083,10.947083001,wood,hit,static
2015-02-16-17-35-07_denoised_287.mp4,8.973572999,11.473573,13.973573001,wood,hit,static
2015-02-16-17-35-07_denoised_311.mp4,9.902666999,12.402667,14.902667001,wood,scratch,static
2015-02-16-17-35-07_denoised_348.mp4,11.416478999,13.916479,16.416479001000003,wood,scratch,static
2015-02-16-17-35-07_denoised_426.mp4,14.514342999,17.014343,19.514343001,wood,scratch,static
2015-02-16-17-35-07_denoised_489.mp4,17.059520999,19.559521,22.059521001,wood,hit,static
2015-02-16-17-35-07_denoised_512.mp4,17.958177999,20.458178,22.958178001,wood,hit,static
2015-02-16-17-35-07_denoised_550.mp4,19.476071999,21.976072,24.476072001,wood,scratch,static
2015-02-16-17-35-07_denoised_578.mp4,20.614499999,23.1145,25.614500001,wood,scratch,static
2015-02-16-17-35-07_denoised_635.mp4,22.883750999,25.383751,27.883751001,wood,scratch,static
2015-02-16-17-40-35_denoised_107.mp4,1.7640419989999998,4.264042,6.764042001,plastic,hit,static
2015-02-16-17-40-35_denoised_124.mp4,2.451301999,4.951302,7.451302001,plastic-bag,hit,static
2015-02-16-17-40-35_denoised_149.mp4,3.4426249989999995,5.942625,8.442625001,plastic-bag,hit,static
2015-02-16-17-40-35_denoised_167.mp4,4.141884999,6.641885,9.141885001,plastic-bag,hit,deform
2015-02-16-17-40-35_denoised_184.mp4,4.8428129989999995,7.342813,9.842813001,plastic,hit,deform
2015-02-16-17-40-35_denoised_213.mp4,6.002749999000001,8.50275,11.002750001,plastic-bag,hit,deform
2015-02-16-17-40-35_denoised_227.mp4,6.557384999,9.057385,11.557385001,plastic-bag,hit,static
2015-02-16-17-40-35_denoised_242.mp4,7.157906999,9.657907,12.157907001,plastic-bag,scratch,deform
2015-02-16-17-40-35_denoised_257.mp4,7.758040999,10.258041,12.758041001,wood,scratch,static
2015-02-16-17-40-35_denoised_273.mp4,8.407332999,10.907333,13.407333001,wood,hit,static
2015-02-16-17-40-35_denoised_287.mp4,8.967791999,11.467792,13.967792001,wood,hit,static
2015-02-16-17-40-35_denoised_303.mp4,9.590916999,12.090917,14.590917001,plastic-bag,hit,static
2015-02-16-17-40-35_denoised_333.mp4,10.797957999,13.297958,15.797958001,plastic,hit,None
2015-02-16-17-40-35_denoised_362.mp4,11.946780999,14.446781,16.946781001,plastic-bag,scratch,rigid-motion
2015-02-16-17-40-35_denoised_378.mp4,12.612385999,15.112386,17.612386001,plastic-bag,scratch,deform
2015-02-16-17-40-35_denoised_399.mp4,13.457208999,15.957209,18.457209001,plastic-bag,scratch,static
2015-02-16-17-40-35_denoised_418.mp4,14.188790998999998,16.688791,19.188791001,plastic-bag,scratch,deform
2015-02-16-17-40-35_denoised_436.mp4,14.900603999000001,17.400604,19.900604001,plastic-bag,scratch,deform
2015-02-16-17-40-35_denoised_460.mp4,15.878478998999999,18.378479,20.878479001,plastic-bag,scratch,scatter
2015-02-16-17-40-35_denoised_478.mp4,16.589051999,19.089052,21.589052001,plastic-bag,scratch,deform
2015-02-16-17-40-35_denoised_499.mp4,17.451697999,19.951698,22.451698001,wood,scratch,rigid-motion
2015-02-16-17-40-35_denoised_539.mp4,19.031781999,21.531782,24.031782001,wood,scratch,static
2015-02-16-17-40-35_denoised_568.mp4,20.186707999,22.686708,25.186708001,wood,scratch,static
