path,offset_sec,vstart_sec
2015-02-16-17-03-55_denoised_89,-0.67,2.52
2015-02-16-17-03-55_denoised_615,-0.67,2.68
2015-02-16-17-03-55_denoised_704,0.0,1.48
2015-02-16-17-03-55_denoised_829,0.0,1.44
2015-02-16-17-03-55_denoised_1075,0.0,2.64
2015-02-16-17-03-55_denoised_726,0.0,1.88
2015-02-16-17-03-55_denoised_843,0.0,0.44
2015-02-16-17-03-55_denoised_427,-2.0,2.56
2015-02-16-17-03-55_denoised_137,1.67,0.56
2015-02-16-17-03-55_denoised_563,0.0,0.36
2015-02-16-17-03-55_denoised_969,-0.67,1.72
2015-02-16-17-03-55_denoised_983,0.0,2.0
2015-02-16-17-03-55_denoised_1023,-1.33,1.4
2015-02-16-17-03-55_denoised_447,0.0,2.24
2015-02-16-17-03-55_denoised_599,0.0,2.08
2015-02-16-17-03-55_denoised_1102,-1.33,1.8
2015-02-16-17-03-55_denoised_31,0.0,1.08
2015-02-16-17-03-55_denoised_414,0.0,2.56
2015-02-16-17-03-55_denoised_872,0.0,0.24
2015-02-16-17-03-55_denoised_51,2.0,0.28
2015-02-16-17-03-55_denoised_174,0.0,0.68
2015-02-16-17-15-23_denoised_934,0.0,0.84
2015-02-16-17-15-23_denoised_603,0.0,2.16
2015-02-16-17-15-23_denoised_175,0.0,0.92
2015-02-16-17-15-23_denoised_878,0.0,0.68
2015-02-16-17-15-23_denoised_686,-0.33,0.8
2015-02-16-17-15-23_denoised_242,0.33,1.04
2015-02-16-17-15-23_denoised_1015,0.0,0.64
2015-02-16-17-15-23_denoised_214,-0.67,2.12
2015-02-16-17-15-23_denoised_962,0.67,0.52
2015-02-16-17-15-23_denoised_721,0.0,0.24
2015-02-16-17-15-23_denoised_335,-0.33,0.72
2015-02-16-17-15-23_denoised_448,-1.67,2.68
2015-02-16-17-15-23_denoised_388,1.67,0.4
2015-02-16-17-15-23_denoised_229,1.0,1.84
2015-02-16-17-15-23_denoised_416,0.67,1.04
2015-02-16-17-15-23_denoised_539,-1.33,1.36
2015-02-16-17-15-23_denoised_116,-1.67,2.4
2015-02-16-17-15-23_denoised_313,0.0,2.44
2015-02-16-17-15-23_denoised_788,0.67,0.08
2015-02-16-17-15-23_denoised_468,1.67,0.56
2015-02-16-17-15-23_denoised_189,0.0,1.92
2015-02-16-17-15-23_denoised_587,0.0,2.96
2015-02-16-17-15-23_denoised_101,-2.0,2.08
2015-02-16-17-15-23_denoised_769,0.0,0.72
2015-02-16-17-15-23_denoised_625,0.0,0.24
2015-02-16-17-15-23_denoised_745,0.0,1.88
2015-02-16-17-15-23_denoised_842,0.0,1.72
2015-02-16-17-15-23_denoised_997,0.33,0.04
2015-02-16-17-15-23_denoised_894,0.0,2.64
2015-02-16-17-15-23_denoised_260,0.67,2.08
2015-02-16-17-15-23_denoised_39,1.67,0.28
2015-02-16-17-15-23_denoised_980,0.0,2.8
2015-02-16-17-15-23_denoised_1072,0.0,0.96
2015-02-16-17-15-23_denoised_858,0.0,2.96
2015-02-16-17-15-23_denoised_652,0.0,0.12
2015-02-16-17-15-23_denoised_505,0.33,0.72
2015-02-16-17-15-23_denoised_150,2.0,0.52
2015-02-16-17-15-23_denoised_572,-0.67,1.56
2015-02-16-17-15-23_denoised_1048,0.0,2.08
2015-02-16-17-15-23_denoised_403,0.67,0.96
2015-02-16-17-15-23_denoised_1101,-0.67,2.52
2015-02-16-17-15-23_denoised_370,0.0,1.48
2015-02-16-17-15-23_denoised_286,-1.0,2.2
2015-02-16-17-15-23_denoised_947,0.0,1.4
2015-02-16-17-15-23_denoised_553,-1.67,1.88
2015-02-16-17-35-07_denoised_445,-1.67,1.64
2015-02-16-17-35-07_denoised_359,0.0,0.48
2015-02-16-17-35-07_denoised_555,-1.33,2.36
2015-02-16-17-35-07_denoised_522,0.0,2.12
2015-02-16-17-35-07_denoised_472,0.0,1.0
2015-02-16-17-35-07_denoised_147,0.0,2.28
2015-02-16-17-35-07_denoised_86,1.67,1.24
2015-02-16-17-35-07_denoised_63,0.0,2.0
2015-02-16-17-35-07_denoised_498,0.0,1.12
2015-02-16-17-35-07_denoised_123,0.0,2.84
2015-02-16-17-35-07_denoised_691,-1.0,1.48
2015-02-16-17-35-07_denoised_171,0.0,0.4
2015-02-16-17-35-07_denoised_485,2.0,0.48
2015-02-16-17-35-07_denoised_221,0.0,0.2
2015-02-16-17-35-07_denoised_537,-0.33,1.56
2015-02-16-17-35-07_denoised_631,0.0,0.56
2015-02-16-17-35-07_denoised_288,0.0,0.16
2015-02-16-17-35-07_denoised_341,0.0,1.64
2015-02-16-17-35-07_denoised_32,1.33,1.44
2015-02-16-17-35-07_denoised_708,0.0,1.08
2015-02-16-17-35-07_denoised_195,1.0,1.4
2015-02-16-17-35-07_denoised_584,1.0,1.52
2015-02-16-17-35-07_denoised_607,0.67,1.88
2015-02-16-17-35-07_denoised_312,-0.67,2.8
2015-02-16-17-35-07_denoised_655,-2.0,2.64
2015-02-16-17-35-07_denoised_432,0.0,2.72
2015-02-16-17-35-07_denoised_404,1.0,0.88
2015-02-16-17-35-07_denoised_235,1.67,0.64
2015-02-16-17-35-07_denoised_259,0.67,0.28
2015-02-16-17-35-07_denoised_673,-1.67,2.96
2015-02-16-17-46-48_denoised_496,-1.67,2.84
2015-02-16-17-46-48_denoised_287,0.0,2.76
2015-02-16-17-46-48_denoised_742,-0.33,0.56
2015-02-16-17-46-48_denoised_1239,1.67,1.28
2015-02-16-17-46-48_denoised_1270,0.0,0.48
2015-02-16-17-46-48_denoised_165,0.0,0.8
2015-02-16-17-46-48_denoised_1022,0.0,2.52
2015-02-16-17-46-48_denoised_226,0.0,1.88
2015-02-16-17-46-48_denoised_266,0.0,1.48
2015-02-16-17-46-48_denoised_52,1.67,0.24
2015-02-16-17-46-48_denoised_1053,0.0,0.36
2015-02-16-17-46-48_denoised_620,1.0,1.56
2015-02-16-17-46-48_denoised_724,0.0,0.04
2015-02-16-17-46-48_denoised_83,0.0,0.52
2015-02-16-17-46-48_denoised_1225,0.0,1.76
2015-02-16-17-46-48_denoised_562,0.33,2.6
2015-02-16-17-46-48_denoised_1190,0.0,0.32
2015-02-16-17-46-48_denoised_245,0.0,1.16
2015-02-16-17-46-48_denoised_208,-1.67,2.72
2015-02-16-17-46-48_denoised_363,2.0,0.76
2015-02-16-17-46-48_denoised_578,0.0,2.4
2015-02-16-17-46-48_denoised_1302,0.67,1.88
2015-02-16-17-46-48_denoised_106,0.0,2.04
2015-02-16-17-46-48_denoised_892,0.0,0.36
2015-02-16-17-46-48_denoised_1205,0.0,1.76
2015-02-16-17-46-48_denoised_593,-1.0,1.28
2015-02-16-17-46-48_denoised_773,0.0,0.96
2015-02-16-17-46-48_denoised_826,-2.0,2.24
2015-02-16-17-46-48_denoised_347,0.0,0.04
2015-02-16-17-46-48_denoised_948,0.0,1.44
2015-02-16-17-46-48_denoised_641,0.0,0.92
2015-02-16-17-46-48_denoised_1038,0.67,0.84
2015-02-16-17-46-48_denoised_327,0.0,2.2
2015-02-16-17-46-48_denoised_65,0.0,0.28
2015-02-16-17-46-48_denoised_685,-0.67,1.24
2015-02-16-17-46-48_denoised_1121,-0.33,1.08
2015-02-16-17-46-48_denoised_839,-0.33,2.32
2015-02-16-17-46-48_denoised_426,0.0,0.2
2015-02-16-17-46-48_denoised_871,0.0,0.0
2015-02-16-17-46-48_denoised_1334,-2.0,2.24
2015-02-16-17-46-48_denoised_1148,0.33,0.8
2015-02-16-17-46-48_denoised_810,0.0,2.76
2015-02-16-17-46-48_denoised_468,1.0,1.84
2015-02-16-17-46-48_denoised_926,-1.0,2.64
2015-02-16-17-46-48_denoised_384,1.0,0.72
2015-02-16-17-46-48_denoised_1315,0.0,1.08
2015-02-16-17-46-48_denoised_975,0.0,2.12
2015-02-16-17-46-48_denoised_440,-2.0,2.24
2015-02-16-17-46-48_denoised_1087,1.0,1.0
2015-02-16-17-46-48_denoised_132,0.0,0.32
2015-02-16-17-46-48_denoised_1104,0.67,0.4
2015-02-16-17-46-48_denoised_671,1.67,0.92
2015-02-16-17-46-48_denoised_408,0.33,0.92
2015-02-16-17-46-48_denoised_1172,0.0,1.32
2015-02-16-17-52-15_denoised_1048,0.0,0.2
2015-02-16-17-52-15_denoised_913,0.0,2.12
2015-02-16-17-52-15_denoised_227,0.0,2.0
2015-02-16-17-52-15_denoised_445,-1.67,2.92
2015-02-16-17-52-15_denoised_611,0.0,0.64
2015-02-16-17-52-15_denoised_936,-0.67,1.84
2015-02-16-17-52-15_denoised_1163,0.0,0.76
2015-02-16-17-52-15_denoised_430,0.0,0.2
2015-02-16-17-52-15_denoised_687,0.0,0.24
2015-02-16-17-52-15_denoised_786,-0.67,1.4
2015-02-16-17-52-15_denoised_1287,-0.33,2.04
2015-02-16-17-52-15_denoised_70,2.0,0.52
2015-02-16-17-52-15_denoised_1095,0.67,0.48
2015-02-16-17-52-15_denoised_755,0.0,0.24
2015-02-16-17-52-15_denoised_295,-1.0,2.92
2015-02-16-17-52-15_denoised_1074,-1.67,1.84
2015-02-16-17-52-15_denoised_138,1.67,0.2
2015-02-16-17-52-15_denoised_512,0.0,0.64
2015-02-16-17-52-15_denoised_122,1.0,1.92
2015-02-16-17-52-15_denoised_463,0.0,2.88
2015-02-16-17-52-15_denoised_1225,0.0,0.92
2015-02-16-17-52-15_denoised_324,0.0,1.48
2015-02-16-17-52-15_denoised_1238,0.0,2.48
2015-02-16-17-52-15_denoised_379,-2.0,2.16
2015-02-16-17-52-15_denoised_548,0.0,2.08
2015-02-16-17-52-15_denoised_1118,0.33,0.08
2015-02-16-17-52-15_denoised_38,-1.67,2.36
2015-02-16-17-52-15_denoised_1144,0.0,1.6
2015-02-16-17-52-15_denoised_173,0.0,2.8
2015-02-16-17-52-15_denoised_1268,0.0,0.44
2015-02-16-17-52-15_denoised_647,0.0,1.12
2015-02-16-17-52-15_denoised_1209,-2.0,2.24
2015-02-16-17-52-15_denoised_851,1.67,0.48
2015-02-16-17-52-15_denoised_964,0.0,0.36
2015-02-16-17-52-15_denoised_1255,0.0,2.72
2015-02-16-17-52-15_denoised_354,0.33,1.72
2015-02-16-17-52-15_denoised_626,-0.67,2.44
2015-02-16-17-52-15_denoised_662,0.0,0.76
2015-02-16-17-52-15_denoised_583,1.67,0.84
2015-02-16-17-52-15_denoised_597,-0.33,0.36
2015-02-16-17-52-15_denoised_870,0.0,1.84
2015-02-16-17-52-15_denoised_1021,0.0,2.12
2015-02-16-17-52-15_denoised_530,-0.33,2.4
2015-02-16-17-52-15_denoised_900,0.0,1.68
2015-02-16-17-52-15_denoised_100,0.0,0.56
2015-02-16-17-52-15_denoised_1178,0.0,1.12
2015-02-16-17-52-15_denoised_996,-1.67,2.56
2015-02-16-17-52-15_denoised_274,0.0,0.68
2015-02-16-17-52-15_denoised_723,-1.67,2.32
2015-02-16-17-52-15_denoised_886,1.67,0.2
2015-02-16-17-52-15_denoised_569,0.0,1.04
2015-02-16-17-52-15_denoised_256,-0.67,2.88
2015-02-16-17-52-15_denoised_490,0.0,0.6
2015-02-16-17-54-47_denoised_109,0.0,0.68
2015-02-16-17-54-47_denoised_521,0.67,2.08
2015-02-16-17-54-47_denoised_1266,0.0,2.48
2015-02-16-17-54-47_denoised_646,0.0,2.6
2015-02-16-17-54-47_denoised_418,1.67,1.16
2015-02-16-17-54-47_denoised_1107,0.0,1.32
2015-02-16-17-54-47_denoised_442,1.67,0.84
2015-02-16-17-54-47_denoised_55,0.33,1.16
2015-02-16-17-54-47_denoised_819,-0.67,2.92
2015-02-16-17-54-47_denoised_715,0.0,2.92
2015-02-16-17-54-47_denoised_1311,0.0,1.88
2015-02-16-17-54-47_denoised_265,0.0,1.04
2015-02-16-17-54-47_denoised_480,0.0,0.72
2015-02-16-17-54-47_denoised_1052,1.33,0.64
2015-02-16-17-54-47_denoised_845,0.0,2.24
2015-02-16-17-54-47_denoised_243,1.0,0.52
2015-02-16-17-54-47_denoised_747,-1.33,2.96
2015-02-16-17-54-47_denoised_404,0.0,0.44
2015-02-16-17-54-47_denoised_1229,0.0,2.04
2015-02-16-17-54-47_denoised_806,-1.33,2.28
2015-02-16-17-54-47_denoised_199,-2.0,2.28
2015-02-16-17-54-47_denoised_313,-2.0,2.28
2015-02-16-17-54-47_denoised_140,0.0,2.32
2015-02-16-17-54-47_denoised_793,1.67,0.92
2015-02-16-17-54-47_denoised_1017,0.0,0.12
2015-02-16-17-54-47_denoised_222,-0.67,0.84
2015-02-16-17-54-47_denoised_1191,0.0,2.68
2015-02-16-17-54-47_denoised_728,0.0,1.68
2015-02-16-17-54-47_denoised_682,0.0,2.8
2015-02-16-17-54-47_denoised_583,-1.33,2.52
2015-02-16-17-54-47_denoised_626,-1.67,2.56
2015-02-16-17-54-47_denoised_125,0.0,0.88
2015-02-16-17-54-47_denoised_456,0.0,0.92
2015-02-16-17-54-47_denoised_599,-2.0,2.68
2015-02-16-17-54-47_denoised_905,-0.33,1.28
2015-02-16-17-54-47_denoised_1152,-1.33,2.48
2015-02-16-17-54-47_denoised_493,0.33,0.24
2015-02-16-17-54-47_denoised_971,0.0,2.08
2015-02-16-17-54-47_denoised_924,-0.33,1.28
2015-02-16-17-54-47_denoised_156,2.0,0.36
2015-02-16-17-54-47_denoised_291,0.67,2.04
2015-02-16-17-54-47_denoised_31,-0.67,1.36
2015-02-16-17-54-47_denoised_1287,2.0,0.08
2015-02-16-17-54-47_denoised_998,0.0,2.04
2015-02-16-17-54-47_denoised_1214,-0.33,1.2
2015-02-16-17-54-47_denoised_356,-1.33,2.84
2015-02-16-17-54-47_denoised_1170,0.33,0.72
2015-02-16-17-54-47_denoised_170,0.0,0.68
2015-02-16-17-54-47_denoised_329,2.0,0.2
2015-02-16-17-54-47_denoised_1065,0.33,1.28
2015-02-16-17-54-47_denoised_548,-1.0,2.68
2015-02-16-17-54-47_denoised_564,0.67,0.76
2015-02-16-17-54-47_denoised_764,0.33,0.68
2015-02-16-18-02-38_denoised_475,0.0,2.24
2015-02-16-18-02-38_denoised_822,0.0,2.88
2015-02-16-18-02-38_denoised_983,0.0,2.6
2015-02-16-18-02-38_denoised_687,1.0,0.64
2015-02-16-18-02-38_denoised_256,-2.0,2.96
2015-02-16-18-02-38_denoised_156,0.0,1.2
2015-02-16-18-02-38_denoised_767,0.0,1.48
2015-02-16-18-02-38_denoised_700,0.0,0.4
2015-02-16-18-02-38_denoised_108,0.0,1.72
2015-02-16-18-02-38_denoised_717,0.0,0.24
2015-02-16-18-02-38_denoised_439,0.0,2.48
2015-02-16-18-02-38_denoised_321,0.0,0.72
2015-02-16-18-02-38_denoised_662,0.0,0.08
2015-02-16-18-02-38_denoised_349,0.0,2.72
2015-02-16-18-02-38_denoised_839,-1.67,1.76
2015-02-16-18-02-38_denoised_270,0.0,0.52
2015-02-16-18-02-38_denoised_555,1.33,0.52
2015-02-16-18-02-38_denoised_641,0.0,2.08
2015-02-16-18-02-38_denoised_623,-1.0,2.76
2015-02-16-18-02-38_denoised_304,0.0,1.04
2015-02-16-18-02-38_denoised_886,-1.67,2.36
2015-02-16-18-02-38_denoised_64,0.0,0.24
2015-02-16-18-02-38_denoised_492,0.0,2.4
2015-02-16-18-02-38_denoised_363,0.67,0.12
2015-02-16-18-02-38_denoised_601,1.67,1.08
