path,offset_sec,vstart_sec
2015-02-16-16-49-06_denoised_67,0.0,0.6
2015-02-16-16-56-35_denoised_213,0.0,2.12
2015-02-16-16-56-35_denoised_638,0.0,2.52
2015-02-16-16-56-35_denoised_512,2.0,0.76
2015-02-16-16-56-35_denoised_264,-2.0,2.0
2015-02-16-16-56-35_denoised_336,-2.0,2.96
2015-02-16-16-56-35_denoised_187,0.0,1.8
2015-02-16-16-56-35_denoised_287,2.0,0.36
2015-02-16-16-56-35_denoised_121,0.0,2.44
2015-02-16-16-56-35_denoised_618,0.0,0.32
2015-02-16-16-56-35_denoised_423,2.0,0.4
2015-02-16-16-56-35_denoised_490,2.0,0.0
2015-02-16-16-56-35_denoised_239,2.0,0.56
2015-02-16-16-56-35_denoised_659,2.0,0.64
2015-02-16-16-56-35_denoised_955,0.0,0.12
2015-02-16-16-56-35_denoised_1010,0.0,1.32
2015-02-16-16-56-35_denoised_401,2.0,0.64
2015-02-16-16-56-35_denoised_555,2.0,0.2
2015-02-16-16-56-35_denoised_597,2.0,0.84
2015-02-16-16-56-35_denoised_466,-2.0,2.16
2015-02-16-16-56-35_denoised_311,2.0,0.68
2015-02-16-16-56-35_denoised_379,0.0,2.24
2015-02-16-16-58-57_denoised_874,-2.0,2.4
2015-02-16-16-58-57_denoised_111,-2.0,2.8
2015-02-16-16-58-57_denoised_924,2.0,0.76
2015-02-16-16-58-57_denoised_849,0.0,0.56
2015-02-16-16-58-57_denoised_677,-2.0,2.24
2015-02-16-16-58-57_denoised_952,2.0,0.68
2015-02-16-16-58-57_denoised_480,2.0,0.56
2015-02-16-16-58-57_denoised_59,-2.0,2.92
2015-02-16-16-58-57_denoised_84,-2.0,2.08
2015-02-16-16-58-57_denoised_602,2.0,0.4
2015-02-16-16-58-57_denoised_212,0.0,0.96
2015-02-16-16-58-57_denoised_704,2.0,0.76
2015-02-16-16-58-57_denoised_138,0.0,0.44
2015-02-16-16-58-57_denoised_428,0.0,0.96
2015-02-16-16-58-57_denoised_163,0.0,2.4
2015-02-16-16-58-57_denoised_409,2.0,0.96
2015-02-16-16-58-57_denoised_651,0.0,1.88
2015-02-16-16-58-57_denoised_626,0.0,2.16
2015-02-16-16-58-57_denoised_978,2.0,0.68
2015-02-16-16-58-57_denoised_728,2.0,0.12
2015-02-16-16-58-57_denoised_898,0.0,1.12
2015-02-16-16-58-57_denoised_188,-2.0,2.36
2015-02-16-17-02-05_denoised_464,-2.0,2.36
2015-02-16-17-02-05_denoised_133,2.0,0.96
2015-02-16-17-02-05_denoised_556,0.0,0.96
2015-02-16-17-02-05_denoised_254,0.0,0.84
2015-02-16-17-02-05_denoised_673,2.0,0.08
2015-02-16-17-02-05_denoised_374,2.0,0.4
2015-02-16-17-02-05_denoised_276,2.0,0.16
2015-02-16-17-02-05_denoised_108,-2.0,2.6
2015-02-16-17-02-05_denoised_397,0.0,2.52
2015-02-16-17-02-05_denoised_157,-2.0,2.76
2015-02-16-17-02-05_denoised_767,-2.0,2.64
2015-02-16-17-02-05_denoised_894,2.0,0.68
2015-02-16-17-02-05_denoised_603,-2.0,2.2
2015-02-16-17-02-05_denoised_650,-2.0,2.8
2015-02-16-17-02-05_denoised_78,2.0,0.6
2015-02-16-17-02-05_denoised_511,0.0,0.04
2015-02-16-17-02-05_denoised_814,2.0,0.68
2015-02-16-17-02-05_denoised_694,-2.0,2.0
2015-02-16-17-02-05_denoised_533,2.0,0.12
2015-02-16-17-02-05_denoised_182,0.0,1.32
2015-02-16-17-02-05_denoised_792,-2.0,2.48
2015-02-16-17-02-05_denoised_971,-2.0,2.36
2015-02-16-17-03-55_denoised_313,2.0,0.76
2015-02-16-17-03-55_denoised_879,0.0,1.48
2015-02-16-17-03-55_denoised_138,0.0,0.4
2015-02-16-17-03-55_denoised_692,0.0,2.96
2015-02-16-17-03-55_denoised_536,2.0,0.24
2015-02-16-17-03-55_denoised_509,0.0,1.68
2015-02-16-17-03-55_denoised_816,0.0,1.68
2015-02-16-17-03-55_denoised_527,2.0,0.44
2015-02-16-17-03-55_denoised_402,2.0,0.72
2015-02-16-17-03-55_denoised_444,2.0,0.76
2015-02-16-17-03-55_denoised_736,0.0,2.44
2015-02-16-17-03-55_denoised_114,-2.0,2.76
2015-02-16-17-03-55_denoised_967,0.0,2.72
2015-02-16-17-03-55_denoised_836,0.0,2.64
2015-02-16-17-03-55_denoised_378,0.0,0.84
2015-02-16-17-03-55_denoised_855,2.0,0.2
2015-02-16-17-03-55_denoised_266,2.0,0.8
2015-02-16-17-03-55_denoised_426,0.0,0.84
2015-02-16-17-03-55_denoised_1106,-2.0,2.4
2015-02-16-17-03-55_denoised_801,2.0,0.24
2015-02-16-17-03-55_denoised_1063,2.0,0.6
2015-02-16-17-03-55_denoised_502,-2.0,2.16
2015-02-16-17-03-55_denoised_342,0.0,1.92
2015-02-16-17-03-55_denoised_778,0.0,0.76
2015-02-16-17-03-55_denoised_903,0.0,1.0
2015-02-16-17-03-55_denoised_196,0.0,0.2
2015-02-16-17-03-55_denoised_484,2.0,0.16
2015-02-16-17-03-55_denoised_713,0.0,0.12
2015-02-16-17-03-55_denoised_990,2.0,0.48
2015-02-16-17-03-55_denoised_335,0.0,0.04
2015-02-16-17-03-55_denoised_88,2.0,0.32
2015-02-16-17-03-55_denoised_289,0.0,0.48
2015-02-16-17-03-55_denoised_65,2.0,0.12
2015-02-16-17-03-55_denoised_418,-2.0,2.56
2015-02-16-17-03-55_denoised_1040,0.0,2.88
2015-02-16-17-03-55_denoised_946,0.0,0.72
2015-02-16-17-03-55_denoised_1085,0.0,1.12
2015-02-16-17-15-23_denoised_335,0.0,0.24
2015-02-16-17-15-23_denoised_621,2.0,0.48
2015-02-16-17-15-23_denoised_773,2.0,0.12
2015-02-16-17-15-23_denoised_514,-2.0,2.56
2015-02-16-17-15-23_denoised_567,2.0,0.64
2015-02-16-17-15-23_denoised_352,2.0,0.32
2015-02-16-17-15-23_denoised_969,2.0,0.88
2015-02-16-17-15-23_denoised_186,2.0,0.64
2015-02-16-17-15-23_denoised_392,-2.0,2.44
2015-02-16-17-15-23_denoised_532,2.0,0.0
2015-02-16-17-15-23_denoised_871,0.0,0.72
2015-02-16-17-15-23_denoised_262,0.0,0.16
2015-02-16-17-15-23_denoised_244,0.0,1.12
2015-02-16-17-15-23_denoised_71,2.0,0.52
2015-02-16-17-15-23_denoised_92,-2.0,2.4
2015-02-16-17-15-23_denoised_702,-2.0,2.6
2015-02-16-17-15-23_denoised_587,0.0,0.6
2015-02-16-17-15-23_denoised_226,0.0,1.92
2015-02-16-17-15-23_denoised_205,0.0,2.72
2015-02-16-17-15-23_denoised_318,-2.0,2.64
2015-02-16-17-15-23_denoised_1081,2.0,0.16
2015-02-16-17-15-23_denoised_921,2.0,0.8
2015-02-16-17-15-23_denoised_914,-2.0,2.52
2015-02-16-17-15-23_denoised_459,2.0,0.72
2015-02-16-17-15-23_denoised_130,-2.0,2.96
2015-02-16-17-15-23_denoised_929,2.0,0.04
2015-02-16-17-15-23_denoised_791,2.0,0.8
2015-02-16-17-15-23_denoised_298,-2.0,2.6
2015-02-16-17-15-23_denoised_1024,2.0,0.48
2015-02-16-17-15-23_denoised_954,0.0,1.92
2015-02-16-17-15-23_denoised_169,-2.0,2.8
2015-02-16-17-15-23_denoised_803,-2.0,2.48
2015-02-16-17-15-23_denoised_426,0.0,0.64
2015-02-16-17-15-23_denoised_947,0.0,0.92
2015-02-16-17-35-07_denoised_550,-2.0,2.64
2015-02-16-17-35-07_denoised_287,-2.0,2.76
2015-02-16-17-35-07_denoised_106,2.0,0.84
2015-02-16-17-35-07_denoised_133,2.0,0.32
2015-02-16-17-35-07_denoised_212,-2.0,2.56
2015-02-16-17-35-07_denoised_578,-2.0,2.56
2015-02-16-17-35-07_denoised_159,2.0,0.6
2015-02-16-17-35-07_denoised_426,0.0,2.64
2015-02-16-17-35-07_denoised_311,2.0,0.52
2015-02-16-17-35-07_denoised_185,-2.0,2.12
2015-02-16-17-35-07_denoised_78,2.0,0.68
2015-02-16-17-35-07_denoised_512,-2.0,2.6
2015-02-16-17-35-07_denoised_348,-2.0,2.8
2015-02-16-17-35-07_denoised_51,0.0,2.48
2015-02-16-17-35-07_denoised_635,-2.0,2.28
2015-02-16-17-35-07_denoised_489,0.0,2.44
2015-02-16-17-46-48_denoised_1289,-2.0,2.12
2015-02-16-17-46-48_denoised_390,-2.0,2.8
2015-02-16-17-46-48_denoised_634,0.0,2.52
2015-02-16-17-46-48_denoised_1174,0.0,2.84
2015-02-16-17-46-48_denoised_223,-2.0,2.48
2015-02-16-17-46-48_denoised_306,0.0,2.12
2015-02-16-17-46-48_denoised_722,-2.0,2.04
2015-02-16-17-46-48_denoised_55,2.0,0.88
2015-02-16-17-46-48_denoised_78,-2.0,2.0
2015-02-16-17-46-48_denoised_244,2.0,0.44
2015-02-16-17-46-48_denoised_368,0.0,1.72
2015-02-16-17-46-48_denoised_162,2.0,0.68
2015-02-16-17-46-48_denoised_327,0.0,1.48
2015-02-16-17-46-48_denoised_1131,0.0,2.0
2015-02-16-17-46-48_denoised_121,0.0,1.76
2015-02-16-17-46-48_denoised_100,0.0,2.04
2015-02-16-17-46-48_denoised_1196,-2.0,2.12
2015-02-16-17-46-48_denoised_285,-2.0,2.44
2015-02-16-17-46-48_denoised_142,0.0,0.04
2015-02-16-17-52-15_denoised_847,2.0,0.08
2015-02-16-17-52-15_denoised_826,0.0,0.88
2015-02-16-17-52-15_denoised_345,-2.0,2.36
2015-02-16-17-52-15_denoised_919,2.0,0.72
2015-02-16-17-52-15_denoised_927,0.0,2.76
2015-02-16-17-52-15_denoised_838,-2.0,2.08
2015-02-16-17-52-15_denoised_1218,2.0,0.2
2015-02-16-17-52-15_denoised_1232,2.0,0.44
2015-02-16-17-52-15_denoised_861,-2.0,2.84
2015-02-16-17-52-15_denoised_184,-2.0,2.56
2015-02-16-17-52-15_denoised_897,-2.0,2.48
2015-02-16-17-52-15_denoised_448,0.0,0.92
2015-02-16-17-52-15_denoised_317,-2.0,2.24
2015-02-16-17-52-15_denoised_466,-2.0,2.88
2015-02-16-17-52-15_denoised_939,2.0,0.72
2015-02-16-17-54-47_denoised_63,0.0,2.72
2015-02-16-17-54-47_denoised_501,-2.0,2.72
2015-02-16-17-54-47_denoised_194,-2.0,2.76
2015-02-16-17-54-47_denoised_850,2.0,0.04
2015-02-16-17-54-47_denoised_1207,0.0,2.12
2015-02-16-17-54-47_denoised_283,0.0,0.0
2015-02-16-17-54-47_denoised_235,-2.0,2.32
2015-02-16-17-54-47_denoised_571,2.0,0.4
2015-02-16-17-54-47_denoised_617,0.0,0.16
2015-02-16-17-54-47_denoised_1220,2.0,0.76
2015-02-16-17-54-47_denoised_593,2.0,0.52
2015-02-16-17-54-47_denoised_131,2.0,0.16
2015-02-16-17-54-47_denoised_211,0.0,1.8
2015-02-16-17-54-47_denoised_805,-2.0,2.36
2015-02-16-17-54-47_denoised_258,0.0,0.28
2015-02-16-17-54-47_denoised_1249,-2.0,2.96
2015-02-16-17-54-47_denoised_84,2.0,0.76
2015-02-16-17-54-47_denoised_152,0.0,0.76
2015-02-16-17-54-47_denoised_458,0.0,0.88
2015-02-16-18-02-38_denoised_467,-2.0,2.76
2015-02-16-18-02-38_denoised_490,2.0,0.04
2015-02-16-18-02-38_denoised_563,2.0,0.12
2015-02-16-18-02-38_denoised_449,2.0,0.76
2015-02-16-18-02-38_denoised_116,2.0,0.48
2015-02-16-18-02-38_denoised_137,2.0,0.72
2015-02-16-18-02-38_denoised_412,2.0,0.04
2015-02-16-18-02-38_denoised_508,2.0,0.52
2015-02-16-18-02-38_denoised_871,-2.0,2.24
2015-02-16-18-02-38_denoised_580,2.0,0.16
2015-02-16-18-02-38_denoised_820,-2.0,2.08
2015-02-16-18-02-38_denoised_393,-2.0,2.24
2015-02-16-18-02-38_denoised_938,0.0,2.24
2015-02-16-18-02-38_denoised_52,2.0,0.24
2015-02-16-18-02-38_denoised_244,0.0,2.36
2015-02-16-18-02-38_denoised_371,0.0,1.32
2015-02-16-18-02-38_denoised_841,2.0,0.24
2015-02-16-18-02-38_denoised_198,2.0,0.2
2015-02-16-18-02-38_denoised_685,-2.0,2.72
2015-02-16-18-02-38_denoised_95,-2.0,2.0
2015-02-16-18-02-38_denoised_761,2.0,0.4
2015-02-16-18-02-38_denoised_543,2.0,0.72
2015-02-16-18-02-38_denoised_31,-2.0,2.4
2015-02-16-18-02-38_denoised_794,-2.0,2.52
2015-02-16-18-02-38_denoised_431,2.0,0.32
2015-02-16-18-02-38_denoised_221,2.0,0.68
2015-02-16-18-02-38_denoised_525,-2.0,2.6
2015-02-16-18-02-38_denoised_598,0.0,2.2
2015-02-16-18-07-52_denoised_252,0.0,1.92
2015-02-16-18-07-52_denoised_55,-2.0,2.96
2015-02-16-18-07-52_denoised_331,0.0,1.6
2015-02-16-18-07-52_denoised_176,2.0,0.68
2015-02-16-18-07-52_denoised_194,-2.0,2.72
2015-02-16-18-07-52_denoised_634,-2.0,2.32
2015-02-16-18-07-52_denoised_272,2.0,0.04
2015-02-16-18-07-52_denoised_597,0.0,2.24
2015-02-16-18-07-52_denoised_510,0.0,0.2
2015-02-16-18-07-52_denoised_842,2.0,0.16
2015-02-16-18-07-52_denoised_213,-2.0,2.48
2015-02-16-18-07-52_denoised_655,-2.0,2.4
2015-02-16-18-07-52_denoised_136,-2.0,2.88
2015-02-16-18-07-52_denoised_119,0.0,1.56
2015-02-16-18-07-52_denoised_452,2.0,0.88
2015-02-16-18-07-52_denoised_675,0.0,0.64
2015-02-16-18-07-52_denoised_578,-2.0,2.88
2015-02-16-18-07-52_denoised_559,0.0,2.84
2015-02-16-18-07-52_denoised_155,2.0,0.6
2015-02-21-17-08-25_denoised_356,-2.0,2.0
2015-02-21-17-08-25_denoised_30,0.0,2.24
2015-02-21-17-08-25_denoised_442,0.0,1.24
2015-02-21-17-08-25_denoised_604,2.0,0.8
2015-02-21-17-08-25_denoised_291,0.0,0.56
2015-02-21-17-08-25_denoised_63,2.0,0.44
2015-02-21-17-08-25_denoised_257,2.0,0.04
2015-02-21-17-08-25_denoised_342,0.0,2.24
2015-02-21-17-08-25_denoised_586,0.0,1.36
2015-02-21-17-08-25_denoised_493,2.0,0.48
2015-02-21-17-08-25_denoised_381,2.0,0.2
2015-02-21-17-08-25_denoised_203,-2.0,2.96
2015-02-21-17-08-25_denoised_567,-2.0,2.6
2015-02-21-17-08-25_denoised_271,2.0,0.0
2015-02-21-17-08-25_denoised_577,-2.0,2.12
2015-02-21-17-08-25_denoised_327,-2.0,2.36
2015-02-21-17-08-25_denoised_391,-2.0,2.4
2015-02-21-17-08-25_denoised_112,0.0,1.32
2015-02-21-17-08-25_denoised_223,-2.0,2.0
2015-02-21-17-08-25_denoised_626,0.0,1.6
2015-02-21-17-08-25_denoised_539,0.0,0.88
2015-02-21-17-08-25_denoised_309,0.0,1.08
2015-02-21-17-09-17_denoised_153,0.0,2.16
2015-02-21-17-09-17_denoised_448,2.0,0.32
2015-02-21-17-09-17_denoised_580,-2.0,2.04
2015-02-21-17-09-17_denoised_233,-2.0,2.52
2015-02-21-17-09-17_denoised_749,2.0,0.6
2015-02-21-17-09-17_denoised_27,2.0,0.28
2015-02-21-17-09-17_denoised_315,2.0,0.6
2015-02-21-17-09-17_denoised_205,2.0,0.16
2015-02-21-17-09-17_denoised_252,2.0,0.28
2015-02-21-17-09-17_denoised_173,2.0,0.32
2015-02-21-17-09-17_denoised_262,0.0,2.52
2015-02-21-17-09-17_denoised_191,2.0,0.64
2015-02-21-17-09-17_denoised_614,2.0,0.12
2015-02-21-17-09-17_denoised_284,-2.0,2.8
2015-02-21-17-09-17_denoised_851,-2.0,2.68
2015-02-21-17-09-17_denoised_410,0.0,2.72
2015-02-21-17-09-17_denoised_133,0.0,0.44
2015-02-21-17-09-17_denoised_299,-2.0,2.72
2015-02-21-17-09-17_denoised_420,-2.0,2.4
2015-02-21-17-09-17_denoised_597,0.0,1.76
2015-02-21-17-09-17_denoised_374,-2.0,2.44
2015-02-21-17-09-17_denoised_325,2.0,0.0
2015-02-21-17-09-17_denoised_223,0.0,1.64
2015-02-21-17-09-17_denoised_112,2.0,0.88
2015-02-21-17-09-17_denoised_427,2.0,0.4
2015-02-21-17-13-35_denoised_31,-2.0,2.64
2015-02-21-17-13-35_denoised_81,0.0,2.08
2015-02-21-17-13-35_denoised_289,-2.0,2.2
2015-02-21-17-13-35_denoised_572,2.0,0.8
2015-02-21-17-13-35_denoised_768,2.0,0.48
2015-02-21-17-13-35_denoised_711,-2.0,2.28
2015-02-21-17-13-35_denoised_460,-2.0,2.92
2015-02-21-17-13-35_denoised_310,2.0,0.72
2015-02-21-17-13-35_denoised_104,0.0,0.48
2015-02-21-17-13-35_denoised_553,0.0,0.72
2015-02-21-17-13-35_denoised_151,2.0,0.72
2015-02-21-17-13-35_denoised_532,2.0,0.36
2015-02-21-17-13-35_denoised_632,2.0,0.8
2015-02-21-17-13-35_denoised_844,0.0,1.48
2015-02-21-17-13-35_denoised_511,-2.0,2.2
2015-02-21-17-13-35_denoised_351,-2.0,2.12
2015-02-21-17-13-35_denoised_915,2.0,0.12
2015-02-21-17-13-35_denoised_884,-2.0,2.36
2015-02-21-17-13-35_denoised_785,2.0,0.64
2015-02-21-17-13-35_denoised_394,0.0,0.88
2015-02-21-17-13-35_denoised_128,0.0,1.8
2015-02-21-17-13-35_denoised_361,-2.0,2.6
2015-02-21-17-13-35_denoised_819,0.0,2.52
2015-02-21-17-13-35_denoised_729,-2.0,2.6
2015-02-21-17-13-35_denoised_833,-2.0,2.68
2015-02-21-17-14-45_denoised_338,2.0,0.52
2015-02-21-17-14-45_denoised_914,-2.0,2.24
2015-02-21-17-14-45_denoised_227,0.0,0.48
2015-02-21-17-14-45_denoised_482,0.0,2.0
2015-02-21-17-14-45_denoised_99,0.0,0.44
2015-02-21-17-14-45_denoised_691,2.0,0.92
2015-02-21-17-14-45_denoised_78,-2.0,2.52
2015-02-21-17-14-45_denoised_503,2.0,0.12
2015-02-21-17-14-45_denoised_58,0.0,2.52
2015-02-21-17-14-45_denoised_614,0.0,1.8
2015-02-21-17-14-45_denoised_424,0.0,0.56
2015-02-21-17-14-45_denoised_272,0.0,0.52
2015-02-21-17-14-45_denoised_879,-2.0,2.8
2015-02-21-17-14-45_denoised_119,2.0,0.0
2015-02-21-17-14-45_denoised_443,0.0,1.64
2015-02-21-17-14-45_denoised_162,-2.0,2.6
2015-02-21-17-14-45_denoised_638,2.0,0.72
2015-02-21-17-14-45_denoised_747,0.0,0.64
2015-02-21-17-14-45_denoised_552,0.0,2.84
2015-02-21-17-14-45_denoised_894,-2.0,2.0
2015-02-21-17-14-45_denoised_819,2.0,0.44
2015-02-21-17-14-45_denoised_542,2.0,0.96
2015-02-21-17-14-45_denoised_140,2.0,0.36
2015-02-21-17-14-45_denoised_730,2.0,0.92
2015-02-21-17-14-45_denoised_857,2.0,0.64
2015-02-21-17-14-45_denoised_560,0.0,1.76
2015-02-21-17-14-45_denoised_601,-2.0,2.92
2015-02-21-17-14-45_denoised_403,0.0,1.12
2015-02-21-17-14-45_denoised_932,2.0,0.08
2015-02-21-17-14-45_denoised_292,2.0,0.0
2015-02-21-17-14-45_denoised_837,2.0,0.48
2015-02-21-17-14-45_denoised_382,-2.0,2.96
2015-02-21-17-14-45_denoised_567,-2.0,2.76
2015-02-21-17-14-45_denoised_656,-2.0,2.48
2015-02-21-17-14-45_denoised_703,-2.0,2.72
2015-02-21-17-14-45_denoised_873,2.0,0.92
2015-02-21-17-16-04_denoised_852,-2.0,2.04
2015-02-21-17-16-04_denoised_359,-2.0,2.04
2015-02-21-17-16-04_denoised_539,-2.0,2.24
2015-02-21-17-16-04_denoised_954,0.0,1.64
2015-02-21-17-16-04_denoised_892,0.0,2.12
2015-02-21-17-16-04_denoised_1027,0.0,0.68
2015-02-21-17-16-04_denoised_234,0.0,0.44
2015-02-21-17-16-04_denoised_973,0.0,0.28
2015-02-21-17-16-04_denoised_1048,-2.0,2.44
2015-02-21-17-16-04_denoised_767,2.0,0.04
2015-02-21-17-16-04_denoised_250,0.0,1.76
2015-02-21-17-16-04_denoised_1106,2.0,0.72
2015-02-21-17-16-04_denoised_798,0.0,1.08
2015-02-21-17-16-04_denoised_370,2.0,0.84
2015-02-21-17-16-04_denoised_109,-2.0,2.12
2015-02-21-17-16-04_denoised_328,2.0,0.28
2015-02-21-17-16-04_denoised_815,-2.0,2.44
2015-02-21-17-16-04_denoised_508,-2.0,2.44
2015-02-21-17-16-04_denoised_688,2.0,0.8
2015-02-21-17-16-04_denoised_869,-2.0,2.64
2015-02-21-17-16-04_denoised_1060,0.0,1.92
2015-02-21-17-16-04_denoised_727,-2.0,2.32
2015-02-21-17-16-04_denoised_192,-2.0,2.4
2015-02-21-17-16-04_denoised_777,0.0,2.92
2015-02-21-17-16-04_denoised_647,0.0,1.4
2015-02-21-17-16-04_denoised_707,0.0,1.52
2015-02-21-17-16-04_denoised_1070,0.0,0.64
2015-02-21-17-16-04_denoised_962,0.0,0.6
2015-02-21-17-16-04_denoised_932,-2.0,2.68
2015-02-21-17-16-04_denoised_630,-2.0,2.84
2015-02-21-17-16-04_denoised_902,2.0,0.64
2015-02-21-17-16-04_denoised_35,-2.0,2.68
2015-02-21-17-16-04_denoised_422,-2.0,2.44
2015-02-21-17-16-04_denoised_335,0.0,0.4
2015-02-21-17-16-04_denoised_530,0.0,2.84
2015-02-21-17-16-04_denoised_667,-2.0,2.52
2015-02-21-17-16-04_denoised_313,0.0,0.64
2015-02-21-17-16-04_denoised_609,2.0,0.04
2015-02-21-17-16-04_denoised_131,0.0,0.68
2015-02-21-17-16-04_denoised_216,2.0,0.04
2015-02-21-17-16-04_denoised_555,2.0,0.24
2015-02-21-17-16-04_denoised_298,0.0,2.08
2015-02-21-17-16-04_denoised_836,2.0,0.8
2015-02-21-17-16-04_denoised_85,-2.0,2.28
2015-02-21-17-16-04_denoised_288,0.0,2.2
2015-02-21-17-16-04_denoised_1121,-2.0,2.04
2015-02-21-17-18-56_denoised_688,-2.0,2.64
2015-02-21-17-18-56_denoised_86,-2.0,2.44
2015-02-21-17-18-56_denoised_800,2.0,0.96
2015-02-21-17-18-56_denoised_669,0.0,1.2
2015-02-21-17-18-56_denoised_237,-2.0,2.32
2015-02-21-17-18-56_denoised_150,0.0,1.16
2015-02-21-17-18-56_denoised_341,2.0,0.36
2015-02-21-17-18-56_denoised_514,2.0,0.6
2015-02-21-17-18-56_denoised_589,2.0,0.96
2015-02-21-17-18-56_denoised_320,0.0,1.84
2015-02-21-17-18-56_denoised_628,0.0,0.92
2015-02-21-17-18-56_denoised_493,0.0,0.68
2015-02-21-17-18-56_denoised_42,2.0,0.0
2015-02-21-17-18-56_denoised_259,-2.0,2.24
2015-02-21-17-18-56_denoised_172,-2.0,2.92
2015-02-21-17-18-56_denoised_551,0.0,0.52
2015-02-21-17-18-56_denoised_107,0.0,0.32
2015-02-21-17-18-56_denoised_216,2.0,0.92
2015-02-21-17-18-56_denoised_362,2.0,0.76
2015-02-21-17-18-56_denoised_64,-2.0,2.44
2015-02-21-17-18-56_denoised_302,2.0,0.8
2015-02-21-17-18-56_denoised_280,-2.0,2.52
2015-02-21-17-18-56_denoised_649,0.0,2.88
2015-02-21-17-27-48_denoised_372,-2.0,2.56
2015-02-21-17-27-48_denoised_298,0.0,2.44
2015-02-21-17-27-48_denoised_533,0.0,1.04
2015-02-21-17-27-48_denoised_555,0.0,2.6
2015-02-21-17-27-48_denoised_96,0.0,2.48
2015-02-21-17-27-48_denoised_211,2.0,0.72
2015-02-21-17-27-48_denoised_475,-2.0,2.68
2015-02-21-17-27-48_denoised_269,-2.0,2.32
2015-02-21-17-27-48_denoised_519,2.0,0.36
2015-02-21-17-27-48_denoised_139,2.0,0.24
2015-02-21-17-27-48_denoised_395,-2.0,2.2
2015-02-21-17-27-48_denoised_242,-2.0,2.68
2015-02-21-17-27-48_denoised_73,2.0,0.72
2015-02-21-17-27-48_denoised_620,2.0,0.56
2015-02-21-17-27-48_denoised_348,0.0,2.88
2015-02-21-17-27-48_denoised_174,-2.0,2.28
2015-02-21-17-29-20_denoised_134,2.0,0.6
2015-02-21-17-29-20_denoised_687,-2.0,2.96
2015-02-21-17-29-20_denoised_284,2.0,0.68
2015-02-21-17-29-20_denoised_372,-2.0,2.4
2015-02-21-17-29-20_denoised_60,2.0,0.64
2015-02-21-17-29-20_denoised_547,-2.0,2.96
2015-02-21-17-29-20_denoised_324,2.0,0.36
2015-02-21-17-29-20_denoised_496,-2.0,2.96
2015-02-21-17-29-20_denoised_892,2.0,0.24
2015-02-21-17-29-20_denoised_410,0.0,2.24
2015-02-21-17-29-20_denoised_161,-2.0,2.04
2015-02-21-17-29-20_denoised_621,0.0,0.44
2015-02-21-17-29-20_denoised_189,2.0,0.32
2015-02-21-17-29-20_denoised_712,0.0,1.56
2015-02-21-17-29-20_denoised_635,0.0,2.72
2015-02-21-17-29-20_denoised_663,0.0,0.16
2015-02-21-17-29-20_denoised_36,2.0,0.12
2015-02-21-17-29-20_denoised_520,0.0,1.64
2015-02-21-17-31-46_denoised_507,2.0,0.04
2015-02-21-17-31-46_denoised_282,0.0,2.2
2015-02-21-17-31-46_denoised_531,2.0,0.6
